  4.5000000000000000e+009	 -2.4939450000000001e+001	
  4.5014000000000000e+009	 -2.4912109999999998e+001	
  4.5028000000000000e+009	 -2.4831050000000001e+001	
  4.5042000000000000e+009	 -2.4824220000000000e+001	
  4.5056000000000000e+009	 -2.4875969999999999e+001	
  4.5070000000000000e+009	 -2.4900390000000002e+001	
  4.5084000000000000e+009	 -2.4943359999999998e+001	
  4.5098000000000000e+009	 -2.5055660000000000e+001	
  4.5112000000000000e+009	 -2.5141600000000000e+001	
  4.5126000000000000e+009	 -2.5293939999999999e+001	
  4.5140000000000000e+009	 -2.5440429999999999e+001	
  4.5154000000000000e+009	 -2.5511720000000000e+001	
  4.5168000000000000e+009	 -2.5633790000000001e+001	
  4.5182000000000000e+009	 -2.5730470000000000e+001	
  4.5196000000000000e+009	 -2.5874020000000002e+001	
  4.5210000000000000e+009	 -2.5913090000000000e+001	
  4.5224000000000000e+009	 -2.5936520000000002e+001	
  4.5238000000000000e+009	 -2.5968750000000000e+001	
  4.5252000000000000e+009	 -2.5953119999999998e+001	
  4.5266000000000000e+009	 -2.5837890000000002e+001	
  4.5280000000000000e+009	 -2.5677730000000000e+001	
  4.5294000000000000e+009	 -2.5443359999999998e+001	
  4.5308000000000000e+009	 -2.5146480000000000e+001	
  4.5322000000000000e+009	 -2.4789059999999999e+001	
  4.5336000000000000e+009	 -2.4374020000000002e+001	
  4.5350000000000000e+009	 -2.3823239999999998e+001	
  4.5364000000000000e+009	 -2.3340820000000001e+001	
  4.5378000000000000e+009	 -2.3281250000000000e+001	
  4.5392000000000000e+009	 -2.4648440000000001e+001	
  4.5406000000000000e+009	 -2.7760739999999998e+001	
  4.5420000000000000e+009	 -3.1029299999999999e+001	
  4.5434000000000000e+009	 -3.2384760000000000e+001	
  4.5448000000000000e+009	 -3.1898440000000001e+001	
  4.5462000000000000e+009	 -3.0914059999999999e+001	
  4.5476000000000000e+009	 -2.9980470000000000e+001	
  4.5490000000000000e+009	 -2.9178709999999999e+001	
  4.5504000000000000e+009	 -2.8533200000000001e+001	
  4.5518000000000000e+009	 -2.8018550000000001e+001	
  4.5532000000000000e+009	 -2.7554680000000001e+001	
  4.5546000000000000e+009	 -2.7187500000000000e+001	
  4.5560000000000000e+009	 -2.6879880000000000e+001	
  4.5574000000000000e+009	 -2.6554680000000001e+001	
  4.5588000000000000e+009	 -2.6344719999999999e+001	
  4.5602000000000000e+009	 -2.6114249999999998e+001	
  4.5616000000000000e+009	 -2.6030270000000002e+001	
  4.5630000000000000e+009	 -2.5944330000000001e+001	
  4.5644000000000000e+009	 -2.5919920000000001e+001	
  4.5658000000000000e+009	 -2.5885739999999998e+001	
  4.5672000000000000e+009	 -2.5914059999999999e+001	
  4.5686000000000000e+009	 -2.5888670000000001e+001	
  4.5700000000000000e+009	 -2.6021480000000000e+001	
  4.5714000000000000e+009	 -2.6024410000000000e+001	
  4.5728000000000000e+009	 -2.6170900000000000e+001	
  4.5742000000000000e+009	 -2.6250000000000000e+001	
  4.5756000000000000e+009	 -2.6333010000000002e+001	
  4.5770000000000000e+009	 -2.6456050000000001e+001	
  4.5784000000000000e+009	 -2.6546869999999998e+001	
  4.5798000000000000e+009	 -2.6623040000000000e+001	
  4.5812000000000000e+009	 -2.6741209999999999e+001	
  4.5826000000000000e+009	 -2.6824220000000000e+001	
  4.5840000000000000e+009	 -2.6873040000000000e+001	
  4.5854000000000000e+009	 -2.6962890000000002e+001	
  4.5868000000000000e+009	 -2.6953130000000002e+001	
  4.5882000000000000e+009	 -2.6964839999999999e+001	
  4.5896000000000000e+009	 -2.6998040000000000e+001	
  4.5910000000000000e+009	 -2.6935540000000000e+001	
  4.5924000000000000e+009	 -2.6837890000000002e+001	
  4.5938000000000000e+009	 -2.6747070000000001e+001	
  4.5952000000000000e+009	 -2.6750969999999999e+001	
  4.5966000000000000e+009	 -2.6579100000000000e+001	
  4.5980000000000000e+009	 -2.6601559999999999e+001	
  4.5994000000000000e+009	 -2.6458010000000002e+001	
  4.6008000000000000e+009	 -2.6306640000000002e+001	
  4.6022000000000000e+009	 -2.6106439999999999e+001	
  4.6036000000000000e+009	 -2.5971679999999999e+001	
  4.6050000000000000e+009	 -2.5789059999999999e+001	
  4.6064000000000000e+009	 -2.5587890000000002e+001	
  4.6078000000000000e+009	 -2.5376950000000001e+001	
  4.6092000000000000e+009	 -2.5157219999999999e+001	
  4.6106000000000000e+009	 -2.4925780000000000e+001	
  4.6120000000000000e+009	 -2.4721679999999999e+001	
  4.6134000000000000e+009	 -2.4543939999999999e+001	
  4.6148000000000000e+009	 -2.4399410000000000e+001	
  4.6162000000000000e+009	 -2.4169920000000001e+001	
  4.6176000000000000e+009	 -2.4105470000000000e+001	
  4.6190000000000000e+009	 -2.3958980000000000e+001	
  4.6204000000000000e+009	 -2.3861329999999999e+001	
  4.6218000000000000e+009	 -2.3732420000000001e+001	
  4.6232000000000000e+009	 -2.3773440000000001e+001	
  4.6246000000000000e+009	 -2.3712890000000002e+001	
